asset,window,pnl_per_yr,sharpe,sortino,max_dd_pct,tv_dd_pct,win,pf,trades,emaExitBandPct,trailTightenTriggerPct,trailTightPct
SMH,IS,2595,0.501,0.694,44.7,30.6,35.3,2.24,17,2.0,30.0,10.0
SMH,OOS,6106,0.799,1.137,28.1,16.4,66.7,7.44,6,2.0,30.0,10.0
SMH,HOLDOUT,7669,0.917,1.298,35.2,16.4,55.6,4.5,9,2.0,30.0,10.0
SMH,RECENT,6971,0.866,1.228,35.2,17.7,60.0,5.52,15,2.0,30.0,10.0
SMH,FULL,4166,0.655,0.919,44.7,30.6,46.9,3.51,32,2.0,30.0,10.0
IWM,IS,702,0.179,0.242,34.2,22.0,28.6,1.36,21,2.0,30.0,10.0
IWM,OOS,1310,0.271,0.383,23.5,14.7,20.0,2.06,5,2.0,30.0,10.0
IWM,HOLDOUT,2350,0.468,0.681,21.8,10.5,25.0,1.16,4,2.0,30.0,10.0
IWM,RECENT,1885,0.382,0.548,33.5,19.6,22.2,1.65,9,2.0,30.0,10.0
IWM,FULL,1127,0.261,0.363,46.1,34.0,26.7,1.46,30,2.0,30.0,10.0
SPY,IS,1388,0.46,0.615,26.9,17.4,45.5,2.23,11,3.0,20.0,7.5
SPY,OOS,2450,0.603,0.812,25.6,14.5,50.0,4.11,4,3.0,20.0,7.5
SPY,HOLDOUT,2890,0.802,1.107,20.4,9.3,33.3,1.68,3,3.0,20.0,7.5
SPY,RECENT,2694,0.706,0.962,34.5,23.6,42.9,2.91,7,3.0,20.0,7.5
SPY,FULL,1857,0.558,0.753,34.5,23.6,44.4,2.51,18,3.0,20.0,7.5
QQQ,IS,2128,0.514,0.685,36.2,28.4,35.3,2.03,17,3.0,20.0,7.5
QQQ,OOS,4552,0.947,1.295,29.6,21.0,57.1,4.92,7,3.0,20.0,7.5
QQQ,HOLDOUT,3916,0.835,1.177,19.5,10.8,66.7,3.81,6,3.0,20.0,7.5
QQQ,RECENT,4200,0.886,1.231,34.9,26.6,61.5,4.45,13,3.0,20.0,7.5
QQQ,FULL,2872,0.658,0.892,36.2,28.4,46.7,2.81,30,3.0,20.0,7.5
SMH,IS,3386,0.684,0.96,40.3,30.3,50.0,3.35,16,3.0,20.0,7.5
SMH,OOS,1597,0.245,0.341,38.4,31.8,50.0,1.77,10,3.0,20.0,7.5
SMH,HOLDOUT,8597,1.051,1.514,34.8,27.9,54.5,3.62,11,3.0,20.0,7.5
SMH,RECENT,5469,0.731,1.04,39.0,33.1,52.4,2.53,21,3.0,20.0,7.5
SMH,FULL,4134,0.691,0.977,40.3,33.1,51.4,2.8,37,3.0,20.0,7.5
IWM,IS,977,0.256,0.348,27.9,18.8,29.4,1.61,17,3.0,20.0,7.5
IWM,OOS,1428,0.304,0.431,27.1,20.9,25.0,1.86,4,3.0,20.0,7.5
IWM,HOLDOUT,1410,0.31,0.447,18.3,17.5,50.0,2.05,6,3.0,20.0,7.5
IWM,RECENT,1418,0.307,0.439,33.8,23.8,40.0,1.95,10,3.0,20.0,7.5
IWM,FULL,1135,0.276,0.383,45.0,33.7,33.3,1.74,27,3.0,20.0,7.5
SPY,IS,1801,0.528,0.704,30.1,10.3,50.0,3.77,8,3.0,20.0,10.0
SPY,OOS,1930,0.47,0.628,28.5,13.6,50.0,3.89,4,3.0,20.0,10.0
SPY,HOLDOUT,4046,1.085,1.539,15.3,9.3,50.0,4.65,2,3.0,20.0,10.0
SPY,RECENT,3101,0.795,1.093,37.5,22.6,50.0,4.15,6,3.0,20.0,10.0
SPY,FULL,2268,0.631,0.852,37.5,22.6,50.0,3.94,14,3.0,20.0,10.0
QQQ,IS,2008,0.472,0.628,32.4,28.4,33.3,2.05,15,3.0,20.0,10.0
QQQ,OOS,4373,0.858,1.153,24.6,13.4,66.7,7.21,6,3.0,20.0,10.0
QQQ,HOLDOUT,3373,0.7,0.976,20.4,7.0,60.0,4.21,5,3.0,20.0,10.0
QQQ,RECENT,3820,0.773,1.058,29.9,19.0,63.6,5.85,11,3.0,20.0,10.0
QQQ,FULL,2658,0.589,0.793,32.4,28.4,46.2,3.01,26,3.0,20.0,10.0
SMH,IS,3070,0.586,0.811,45.7,31.6,46.7,2.85,15,3.0,20.0,10.0
SMH,OOS,6059,0.805,1.145,27.9,16.1,66.7,7.5,6,3.0,20.0,10.0
SMH,HOLDOUT,9637,1.153,1.662,35.2,16.4,66.7,7.31,9,3.0,20.0,10.0
SMH,RECENT,8038,1.005,1.441,35.2,17.5,66.7,7.39,15,3.0,20.0,10.0
SMH,FULL,4854,0.762,1.076,45.7,31.6,56.7,4.57,30,3.0,20.0,10.0
IWM,IS,711,0.183,0.247,34.4,22.3,29.4,1.42,17,3.0,20.0,10.0
IWM,OOS,1205,0.252,0.354,27.1,20.9,25.0,1.8,4,3.0,20.0,10.0
IWM,HOLDOUT,808,0.175,0.247,19.6,17.5,40.0,0.92,5,3.0,20.0,10.0
IWM,RECENT,985,0.21,0.296,36.3,22.5,33.3,1.39,9,3.0,20.0,10.0
IWM,FULL,810,0.193,0.266,45.8,33.7,30.8,1.41,26,3.0,20.0,10.0
SPY,IS,1512,0.47,0.631,25.3,10.3,55.6,3.35,9,3.0,30.0,7.5
SPY,OOS,1636,0.391,0.517,25.6,14.5,50.0,3.46,4,3.0,30.0,7.5
SPY,HOLDOUT,2890,0.802,1.107,20.4,9.3,33.3,1.68,3,3.0,30.0,7.5
SPY,RECENT,2330,0.602,0.811,34.5,23.6,42.9,2.57,7,3.0,30.0,7.5
SPY,FULL,1805,0.521,0.701,34.5,23.6,50.0,2.92,16,3.0,30.0,7.5
QQQ,IS,1949,0.47,0.629,33.9,28.4,31.2,1.92,16,3.0,30.0,7.5
QQQ,OOS,4530,0.888,1.214,30.6,13.4,66.7,7.36,6,3.0,30.0,7.5
QQQ,HOLDOUT,3191,0.646,0.897,25.2,10.4,40.0,3.26,5,3.0,30.0,7.5
QQQ,RECENT,3789,0.756,1.042,35.8,19.0,54.5,5.18,11,3.0,30.0,7.5
QQQ,FULL,2610,0.583,0.79,35.8,28.4,40.7,2.79,27,3.0,30.0,7.5
SMH,IS,3566,0.707,0.996,40.3,30.3,50.0,3.92,14,3.0,30.0,7.5
SMH,OOS,2417,0.362,0.506,38.4,31.8,44.4,1.92,9,3.0,30.0,7.5
SMH,HOLDOUT,9401,1.137,1.63,32.5,16.4,66.7,5.37,9,3.0,30.0,7.5
SMH,RECENT,6281,0.826,1.175,39.0,33.1,55.6,3.0,18,3.0,30.0,7.5
SMH,FULL,4540,0.746,1.056,40.3,33.1,53.1,3.3,32,3.0,30.0,7.5
IWM,IS,977,0.256,0.348,27.9,18.8,29.4,1.61,17,3.0,30.0,7.5
IWM,OOS,1428,0.304,0.431,27.1,20.9,25.0,1.86,4,3.0,30.0,7.5
IWM,HOLDOUT,1968,0.408,0.599,18.3,17.5,40.0,2.24,5,3.0,30.0,7.5
IWM,RECENT,1727,0.362,0.523,33.8,23.8,33.3,2.05,9,3.0,30.0,7.5
IWM,FULL,1246,0.298,0.416,45.0,33.7,30.8,1.79,26,3.0,30.0,7.5
SPY,IS,1675,0.48,0.643,30.1,10.3,50.0,3.53,8,3.0,30.0,10.0
SPY,OOS,1378,0.328,0.432,28.5,13.6,50.0,3.41,4,3.0,30.0,10.0
SPY,HOLDOUT,4046,1.085,1.539,15.3,9.3,50.0,4.65,2,3.0,30.0,10.0
SPY,RECENT,2854,0.724,0.986,37.5,22.6,50.0,3.84,6,3.0,30.0,10.0
SPY,FULL,2099,0.574,0.774,37.5,22.6,50.0,3.67,14,3.0,30.0,10.0
QQQ,IS,2160,0.495,0.661,33.9,28.4,28.6,2.16,14,3.0,30.0,10.0
QQQ,OOS,5151,0.934,1.266,27.0,13.4,60.0,7.95,5,3.0,30.0,10.0
QQQ,HOLDOUT,4234,0.828,1.162,23.4,7.0,50.0,5.58,4,3.0,30.0,10.0
QQQ,RECENT,4644,0.877,1.21,32.3,19.0,55.6,6.88,9,3.0,30.0,10.0
QQQ,FULL,3052,0.647,0.876,33.9,28.4,39.1,3.35,23,3.0,30.0,10.0
SMH,IS,3074,0.582,0.809,45.7,31.6,42.9,2.86,14,3.0,30.0,10.0
SMH,OOS,6059,0.805,1.145,27.9,16.1,66.7,7.5,6,3.0,30.0,10.0
SMH,HOLDOUT,7669,0.917,1.298,35.2,16.4,55.6,4.5,9,3.0,30.0,10.0
SMH,RECENT,6950,0.869,1.232,35.2,17.5,60.0,5.53,15,3.0,30.0,10.0
SMH,FULL,4466,0.699,0.982,45.7,31.6,51.7,4.01,29,3.0,30.0,10.0
IWM,IS,711,0.183,0.247,34.4,22.3,29.4,1.42,17,3.0,30.0,10.0
IWM,OOS,1205,0.252,0.354,27.1,20.9,25.0,1.8,4,3.0,30.0,10.0
IWM,HOLDOUT,1730,0.354,0.513,20.1,17.5,25.0,0.81,4,3.0,30.0,10.0
IWM,RECENT,1496,0.309,0.441,36.3,22.5,25.0,1.3,8,3.0,30.0,10.0
IWM,FULL,993,0.234,0.323,45.8,33.7,28.0,1.37,25,3.0,30.0,10.0
